0	-62.908234	0.000574	1056.603760
1	-62.894035	0.000574	1408.805054
2	-62.377995	0.000616	1358.490601
3	-62.047604	0.000649	955.974792
4	-65.333740	0.000417	2213.836426
5	-60.753113	0.000802	855.345886
6	-65.653496	0.000402	2213.836426
7	-66.621483	0.000370	2213.836426
8	-66.166580	0.000388	2113.207520
9	-64.026390	0.000526	1106.918213
10	-64.930176	0.000468	1610.062866
11	-63.983921	0.000468	2566.037598
12	-66.092140	0.000411	2213.836426
13	-64.761154	0.000456	1408.805054
14	-62.294533	0.000653	955.974792
15	-67.552284	0.000329	2666.666748
16	-67.931046	0.000325	1710.691772
17	-67.391701	0.000341	2264.150879
18	-66.665955	0.000365	2113.207520
19	-63.935726	0.000532	855.345886
20	-61.207958	0.000693	1459.119385
21	-66.765511	0.000350	2012.578735
22	-66.748383	0.000376	2163.521973
23	-64.973106	0.000470	1509.433960
24	-64.916985	0.000477	955.974792
25	-63.732586	0.000497	2415.094482
26	-65.837128	0.000403	2012.578735
27	-61.844234	0.000663	754.716980
28	-65.476250	0.000452	1157.232788
29	-60.942635	0.000684	1207.547241
30	-59.244411	0.000926	402.515717
31	-62.958202	0.000557	1559.748413
32	-62.598915	0.000582	855.345886
33	-61.380787	0.000680	805.031433
34	-62.732571	0.000587	1207.547241
35	-65.804489	0.000390	2264.150879
36	-66.389618	0.000390	1660.377441
37	-62.937469	0.000571	1408.805054
38	-64.661453	0.000484	955.974792
39	-61.270878	0.000494	3169.811279
40	-56.137501	0.001176	2566.037598
41	-61.034687	0.000699	3119.496826
42	-60.057579	0.000809	2213.836426
43	-61.447124	0.000689	2767.295654
44	-61.938919	0.000636	2012.578735
45	-63.218739	0.000558	2415.094482
46	-59.487789	0.000847	1962.264160
47	-56.283794	0.001236	1911.949585
48	-54.759708	0.001453	3320.754883
49	-51.652004	0.002045	3471.697998
50	-48.215015	0.003020	2716.981201
51	-46.379097	0.003588	1559.748413
52	-54.186665	0.001583	2767.295654
53	-51.986401	0.001949	2666.666748
54	-45.887527	0.003748	1408.805054
55	-47.739365	0.002877	754.716980
56	-53.638561	0.001618	754.716980
57	-55.422619	0.001504	352.201263
58	-58.564583	0.000978	704.402527
59	-58.316109	0.001022	553.459106
60	-61.198254	0.000687	1811.320801
61	-60.477024	0.000816	905.660400
62	-57.290131	0.001186	603.773621
63	-61.419834	0.000650	2113.207520
64	-56.921482	0.001197	805.031433
65	-60.082653	0.000754	2264.150879
66	-60.625221	0.000743	1358.490601
67	-60.470509	0.000794	1358.490601
68	-62.251995	0.000628	1811.320801
69	-60.439182	0.000794	1207.547241
70	-60.996803	0.000721	1559.748413
71	-60.337704	0.000783	1408.805054
72	-60.307480	0.000768	1660.377441
73	-58.680386	0.000956	1257.861572
74	-62.585323	0.000600	2113.207520
75	-60.774876	0.000776	1257.861572
76	-63.817173	0.000478	2666.666748
77	-59.019154	0.000928	1308.176147
78	-63.196465	0.000540	1911.949585
79	-63.172413	0.000543	1911.949585
80	-65.406776	0.000433	2867.924561
81	-66.152069	0.000399	2314.465576
82	-64.514954	0.000476	2213.836426
83	-63.279797	0.000561	1811.320801
84	-61.267662	0.000691	1610.062866
85	-65.195015	0.000440	1660.377441
86	-62.376640	0.000606	1509.433960
87	-65.077309	0.000451	2314.465576
88	-64.562180	0.000476	2012.578735
89	-63.399014	0.000560	1660.377441
90	-63.008297	0.000546	1861.635254
91	-62.314087	0.000635	1459.119385
92	-64.117149	0.000484	2163.521973
93	-62.176277	0.000618	1509.433960
94	-57.938496	0.001101	503.144684
95	-64.091263	0.000508	1911.949585
96	-62.460110	0.000598	1610.062866
97	-61.625275	0.000681	1358.490601
98	-59.858410	0.000815	1660.377441
99	-59.917858	0.000823	1106.918213
100	-58.069046	0.001022	1509.433960
101	-58.552086	0.001027	704.402527
102	-57.306862	0.001151	1006.289368
103	-61.123486	0.000728	1559.748413
104	-60.454903	0.000733	1911.949585
105	-60.567825	0.000741	2113.207520
106	-62.988682	0.000548	2767.295654
107	-59.009102	0.000897	2012.578735
108	-58.118870	0.001038	1509.433960
109	-58.420574	0.000951	2213.836426
110	-59.315022	0.000851	1761.006226
111	-59.991230	0.000780	2415.094482
112	-55.830727	0.001338	1157.232788
113	-57.109043	0.001112	1811.320801
114	-55.742607	0.001146	1861.635254
115	-56.342525	0.001299	1106.918213
116	-57.355019	0.001089	1811.320801
117	-59.812893	0.000816	2515.723145
118	-59.886074	0.000820	2465.408691
119	-59.580872	0.000865	2264.150879
120	-61.749607	0.000667	1861.635254
121	-59.645718	0.000822	1911.949585
122	-60.401863	0.000776	2012.578735
123	-61.384296	0.000667	2113.207520
124	-62.567162	0.000583	2616.352295
125	-59.141014	0.000897	1106.918213
126	-63.290459	0.000541	1509.433960
127	-48.503311	0.002864	905.660400
128	-49.586327	0.002713	654.088074
129	-52.669373	0.001841	553.459106
130	-56.705917	0.001219	1006.289368
131	-55.266178	0.001513	603.773621
132	-53.852009	0.001664	603.773621
133	-53.830788	0.001701	553.459106
134	-59.998402	0.000829	1308.176147
135	-57.435883	0.001104	1006.289368
136	-59.493748	0.000884	1559.748413
137	-56.834736	0.001160	1207.547241
138	-61.870602	0.000646	1861.635254
139	-59.126846	0.000877	1610.062866
140	-60.699657	0.000744	1056.603760
141	-61.911900	0.000641	1962.264160
142	-58.771423	0.001006	754.716980
143	-53.737823	0.001655	654.088074
144	-35.726913	0.012686	201.257858
145	-29.959362	0.027927	251.572342
146	-28.761486	0.032622	201.257858
147	-27.968391	0.035275	201.257858
148	-27.721628	0.036101	301.886810
149	-26.467436	0.041541	251.572342
150	-25.216339	0.048414	201.257858
151	-24.612486	0.052286	201.257858
152	-24.576008	0.051786	352.201263
153	-25.204849	0.047433	503.144684
154	-25.264761	0.045488	905.660400
155	-24.981308	0.047513	704.402527
156	-25.040115	0.047389	704.402527
157	-24.972668	0.048093	603.773621
158	-24.648869	0.049715	503.144684
159	-26.370626	0.040833	503.144684
160	-31.316154	0.023018	1106.918213
161	-28.593374	0.027117	3924.528320
162	-29.594213	0.025512	4729.560059
163	-33.707588	0.015917	4578.616211
164	-36.012905	0.012558	4276.729492
165	-38.873978	0.009310	2113.207520
166	-43.876930	0.005182	3220.125732
167	-47.575520	0.003412	2968.553467
168	-48.408085	0.003004	2616.352295
169	-50.878029	0.002286	3270.440430
170	-51.500366	0.002071	3471.697998
171	-53.588253	0.001666	3572.327148
172	-53.833374	0.001672	2465.408691
173	-39.633991	0.004958	2415.094482
174	-39.909218	0.007722	2515.723145
175	-30.949062	0.017427	1358.490601
176	-24.312920	0.048851	654.088074
177	-23.662382	0.057767	402.515717
178	-23.180372	0.061720	452.830200
179	-23.361530	0.060312	452.830200
180	-23.927736	0.056729	452.830200
181	-23.711470	0.058663	503.144684
182	-23.460472	0.061268	402.515717
183	-23.039888	0.063884	452.830200
184	-22.959793	0.065029	452.830200
185	-23.302572	0.061435	402.515717
186	-24.088230	0.055884	654.088074
187	-23.712704	0.058077	654.088074
188	-21.945637	0.074247	402.515717
189	-21.522892	0.077663	452.830200
190	-21.930946	0.071510	452.830200
191	-22.255491	0.067542	402.515717
192	-22.906847	0.060627	654.088074
193	-22.858749	0.061094	553.459106
194	-22.499283	0.062057	654.088074
195	-22.849943	0.058917	503.144684
196	-22.494818	0.062196	654.088074
197	-22.857418	0.058205	654.088074
198	-23.763754	0.047605	805.031433
199	-24.160110	0.049995	402.515717
200	-24.367138	0.050759	402.515717
201	-27.967733	0.033856	402.515717
202	-28.985073	0.030747	603.773621
203	-29.858488	0.026192	654.088074
204	-29.012804	0.029173	503.144684
205	-26.304594	0.039569	553.459106
206	-22.774063	0.057352	654.088074
207	-24.667452	0.043831	553.459106
208	-25.087978	0.044248	553.459106
209	-25.238716	0.039582	1257.861572
210	-25.377701	0.040170	1257.861572
211	-23.713522	0.051913	1006.289368
212	-26.614361	0.037844	1157.232788
213	-26.296408	0.038277	1006.289368
214	-27.925272	0.032824	855.345886
215	-29.819447	0.025511	1006.289368
216	-32.332745	0.018567	905.660400
217	-38.523232	0.009484	1056.603760
218	-40.030830	0.008469	1257.861572
219	-42.365280	0.006285	1207.547241
220	-44.333271	0.004858	2012.578735
221	-45.154705	0.004402	1811.320801
222	-45.444984	0.004167	1911.949585
223	-45.691296	0.004182	2465.408691
224	-46.161568	0.003920	1509.433960
225	-46.590752	0.003980	1106.918213
226	-47.577053	0.003401	1207.547241
227	-49.254791	0.002840	805.031433
228	-49.647171	0.002636	1257.861572
229	-53.713799	0.001671	1308.176147
230	-57.064297	0.001065	1559.748413
231	-53.958920	0.001565	1509.433960
232	-58.118626	0.000953	1610.062866
233	-60.365688	0.000765	1660.377441
234	-57.698647	0.001034	1408.805054
235	-56.750797	0.001233	1157.232788
236	-57.617638	0.001034	1610.062866
237	-55.501953	0.001364	1408.805054
238	-58.199745	0.001057	1308.176147
239	-61.880997	0.000655	2364.780029
240	-61.637787	0.000671	1761.006226
241	-61.944767	0.000627	2163.521973
242	-61.722050	0.000693	1459.119385
243	-63.680359	0.000534	1861.635254
244	-61.483112	0.000670	1610.062866
245	-62.551575	0.000601	2163.521973
246	-64.907425	0.000452	2616.352295
247	-62.134872	0.000606	2767.295654
248	-58.129162	0.001000	1308.176147
249	-62.117138	0.000649	1559.748413
250	-57.748409	0.001068	754.716980
251	-62.181953	0.000652	1257.861572
252	-61.502720	0.000686	1459.119385
253	-66.222046	0.000389	2515.723145
254	-60.277599	0.000704	1962.264160
255	-62.750870	0.000571	1660.377441
256	-61.874493	0.000674	1106.918213
257	-59.992920	0.000818	1358.490601
258	-55.035400	0.001488	603.773621
259	-58.577808	0.000915	1459.119385
